"id","id_raw","foray_key_raw","foray_key","fungi_name","fungi_name_raw","current_fungi_name","current_fungi_name_raw","common_name","common_name_raw","id_1","id_raw_1","site_key_raw","site_key","foray_date","foray_date_raw","foray_location","foray_location_raw","id_2","id_raw_2","month","month_1","month_raw","month_raw_1"
"24","24","76","2002/10/26 - Pickle Spring","Helvella crispa","Helvella crispa","Helvella crispa","Helvella crispa","Elfin saddle ","Elfin saddle ","565","565","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"25","25","76","2002/10/26 - Pickle Spring","Tyromyces chioneus","Tyromyces chioneus","Tyromyces chioneus","Tyromyces chioneus","White Cheese Polypore ","White Cheese Polypore ","1451","1451","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"26","26","76","2002/10/26 - Pickle Spring","Pluteus cervinus","Pluteus cervinus","Pluteus cervinus","Pluteus cervinus","Deer shield ","Deer shield ","1093","1093","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"27","27","76","2002/10/26 - Pickle Spring","Daedaleopsis confragosa","Daedaleopsis confragosa","Daedaleopsis confragosa var. confragosa","Daedaleopsis confragosa var. confragosa","Blushing bracket ","Blushing bracket ","446","446","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"28","28","76","2002/10/26 - Pickle Spring","Ganoderma lucidum","Ganoderma lucidum","Ganoderma lucidum","Ganoderma lucidum","","","497","497","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"29","29","76","2002/10/26 - Pickle Spring","Panellus stipticus","Panellus stipticus","Panellus stipticus","Panellus stipticus","Bitter oysterling ","Bitter oysterling ","992","992","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"30","30","76","2002/10/26 - Pickle Spring","Pycnoporus sanguineus","Pycnoporus sanguineus","Pycnoporus sanguineus","Pycnoporus sanguineus","Blood red bracket ","Blood red bracket ","1172","1172","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"31","31","76","2002/10/26 - Pickle Spring","Rhodocybe mundula","Rhodocybe mundula","Clitocella mundula","Clitocella mundula","","","1201","1201","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"32","32","76","2002/10/26 - Pickle Spring","Lactarius chrysorheus","Lactarius chrysorheus","Lactarius chrysorrheus","Lactarius chrysorrheus","Gold Drop Milk Cap ","Gold Drop Milk Cap ","719","719","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"33","33","76","2002/10/26 - Pickle Spring","Lactarius imperceptus","Lactarius imperceptus","-","-","","","731","731","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"34","34","76","2002/10/26 - Pickle Spring","Collybia butyracea","Collybia butyracea","Rhodocollybia butyracea","Rhodocollybia butyracea","Butter cap ","Butter cap ","345","345","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"35","35","76","2002/10/26 - Pickle Spring","Collybia dryophila","Collybia dryophila","Gymnopus dryophilus","Gymnopus dryophilus","Oak-loving Collybia ","Oak-loving Collybia ","347","347","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"36","36","76","2002/10/26 - Pickle Spring","Collybia maculata","Collybia maculata","Rhodocollybia maculata","Rhodocollybia maculata","Spotted Collybia ","Spotted Collybia ","353","353","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"37","37","76","2002/10/26 - Pickle Spring","Laccaria laccata","Laccaria laccata","Laccaria laccata","Laccaria laccata","Common Laccaria ","Common Laccaria ","701","701","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"38","38","76","2002/10/26 - Pickle Spring","Laccaria ochropurpurea","Laccaria ochropurpurea","Laccaria ochropurpurea","Laccaria ochropurpurea","Purple-gilled Laccaria ","Purple-gilled Laccaria ","702","702","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"39","39","76","2002/10/26 - Pickle Spring","Hygrocybe conica","Hygrocybe conica","Hygrocybe conica","Hygrocybe conica","Blackening waxcap ","Blackening waxcap ","612","612","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"40","40","76","2002/10/26 - Pickle Spring","Hygrocybe coccinea","Hygrocybe coccinea","Hygrocybe coccinea","Hygrocybe coccinea","Scarlet waxcap ","Scarlet waxcap ","611","611","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"41","41","76","2002/10/26 - Pickle Spring","Hygrocybe miniata","Hygrocybe miniata","Hygrocybe miniata","Hygrocybe miniata","Fading Scarlet Waxcap ","Fading Scarlet Waxcap ","617","617","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"42","42","76","2002/10/26 - Pickle Spring","Hygrocybe flavescens","Hygrocybe flavescens","Hygrocybe chlorophana var. aurantiaca","Hygrocybe chlorophana var. aurantiaca","","","616","616","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"43","43","76","2002/10/26 - Pickle Spring","Calvatia craniiformis","Calvatia craniiformis","Calvatia craniiformis","Calvatia craniiformis","Brain puffball ","Brain puffball ","251","251","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"44","44","76","2002/10/26 - Pickle Spring","Russula virescens","Russula virescens","Russula virescens","Russula virescens","","","1267","1267","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"45","45","76","2002/10/26 - Pickle Spring","Russula brevipes","Russula brevipes","Russula chloroides","Russula chloroides","Short-stemmed Russula ","Short-stemmed Russula ","1214","1214","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"46","46","76","2002/10/26 - Pickle Spring","Mycena galericulata","Mycena galericulata","Mycena galericulata","Mycena galericulata","Common bonnet ","Common bonnet ","951","951","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"47","47","76","2002/10/26 - Pickle Spring","Scleroderma geaster","Scleroderma geaster","Scleroderma polyrhizum","Scleroderma polyrhizum","Dead Man's Hand ","Dead Man's Hand ","1287","1287","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"48","48","76","2002/10/26 - Pickle Spring","Grifola frondosa","Grifola frondosa","Grifola frondosa","Grifola frondosa","","","525","525","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"49","49","76","2002/10/26 - Pickle Spring","Laetiporus sulphureus","Laetiporus sulphureus","Laetiporus sulphureus","Laetiporus sulphureus","Chicken of the woods ","Chicken of the woods ","771","771","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"50","50","76","2002/10/26 - Pickle Spring","Fistulina hepatica","Fistulina hepatica","Fistulina hepatica","Fistulina hepatica","","","476","476","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"51","51","76","2002/10/26 - Pickle Spring","Ramaria conjunctipes","Ramaria conjunctipes","-","-","","","1180","1180","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"52","52","76","2002/10/26 - Pickle Spring","Auricularia auricula","Auricularia auricula","Auricularia auricula-judae","Auricularia auricula-judae","Jelly ear","Jelly ear","147","147","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"53","53","76","2002/10/26 - Pickle Spring","Hygrophorus russula","Hygrophorus russula","Hygrophorus russula","Hygrophorus russula","","","636","636","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"54","54","76","2002/10/26 - Pickle Spring","Collybia maculata","Collybia maculata","Rhodocollybia maculata","Rhodocollybia maculata","Spotted Collybia ","Spotted Collybia ","353","353","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"55","55","76","2002/10/26 - Pickle Spring","Collybia dryophila","Collybia dryophila","Gymnopus dryophilus","Gymnopus dryophilus","Oak-loving Collybia ","Oak-loving Collybia ","347","347","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"56","56","76","2002/10/26 - Pickle Spring","Clavariadelphus pistillaris","Clavariadelphus pistillaris","Clavariadelphus pistillaris","Clavariadelphus pistillaris","","","312","312","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"57","57","76","2002/10/26 - Pickle Spring","Chroogomphus vinicolor","Chroogomphus vinicolor","Chroogomphus vinicolor","Chroogomphus vinicolor","Pine Spikes ","Pine Spikes ","292","292","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"58","58","76","2002/10/26 - Pickle Spring","Leotia lubrica","Leotia lubrica","Leotia lubrica","Leotia lubrica","Jellybaby ","Jellybaby ","801","801","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"59","59","76","2002/10/26 - Pickle Spring","Marasmius strictipes","Marasmius strictipes","-","-","","","907","907","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"60","60","76","2002/10/26 - Pickle Spring","Marasmius fulvoferrugineus","Marasmius fulvoferrugineus","Marasmius fulvoferrugineus","Marasmius fulvoferrugineus","","","894","894","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"61","61","76","2002/10/26 - Pickle Spring","Rickenella fibula","Rickenella fibula","Rickenella fibula","Rickenella fibula","Orange Moss Agaric ","Orange Moss Agaric ","1205","1205","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"62","62","76","2002/10/26 - Pickle Spring","Geastrum saccatum","Geastrum saccatum","Geastrum saccatum","Geastrum saccatum","Rounded earthstar ","Rounded earthstar ","512","512","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"63","63","76","2002/10/26 - Pickle Spring","Cantharellus cinnabarinus","Cantharellus cinnabarinus","Cantharellus cinnabarinus","Cantharellus cinnabarinus","Cinnabar chanterelle ","Cinnabar chanterelle ","262","262","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"64","64","76","2002/10/26 - Pickle Spring","Cantharellus cinereus","Cantharellus cinereus","Cantharellus cinereus","Cantharellus cinereus","","","261","261","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"65","65","76","2002/10/26 - Pickle Spring","Polyporus mori","Polyporus mori","Polyporus alveolaris","Polyporus alveolaris","","","1130","1130","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"66","66","76","2002/10/26 - Pickle Spring","Lentinellus ursinus","Lentinellus ursinus","Lentinellus ursinus","Lentinellus ursinus","Bear Lentinus ","Bear Lentinus ","787","787","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"67","67","76","2002/10/26 - Pickle Spring","Hydnum repandum","Hydnum repandum","Hydnum repandum","Hydnum repandum","Wood hedgehog ","Wood hedgehog ","607","607","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"68","68","76","2002/10/26 - Pickle Spring","Mycena pura","Mycena pura","Mycena pura","Mycena pura","Lilac bonnet ","Lilac bonnet ","959","959","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"69","69","76","2002/10/26 - Pickle Spring","Lycogala epidendrum","Lycogala epidendrum","Lycogala epidendrum","Lycogala epidendrum","Wolf's Milk ","Wolf's Milk ","845","845","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"70","70","76","2002/10/26 - Pickle Spring","Phallus ravenelii","Phallus ravenelii","-","-","Ravenel's Stinkhorn ","Ravenel's Stinkhorn ","1028","1028","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"71","71","76","2002/10/26 - Pickle Spring","Hypholoma fasciculare","Hypholoma fasciculare","Hypholoma fasciculare","Hypholoma fasciculare","Sulphur tuft ","Sulphur tuft ","650","650","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"72","72","76","2002/10/26 - Pickle Spring","Stereum complicatum","Stereum complicatum","Stereum complicatum","Stereum complicatum","Crowded parchment ","Crowded parchment ","1317","1317","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"73","73","76","2002/10/26 - Pickle Spring","Stereum ostrea","Stereum ostrea","Stereum ostrea","Stereum ostrea","False turkeytail ","False turkeytail ","1322","1322","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"74","74","76","2002/10/26 - Pickle Spring","Phellinus gilvus","Phellinus gilvus","Phellinus gilvus","Phellinus gilvus","Mustard Yellow Polypore ","Mustard Yellow Polypore ","1033","1033","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"75","75","76","2002/10/26 - Pickle Spring","Leucopaxillus laterarius","Leucopaxillus laterarius","-","-","","","838","838","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"76","76","76","2002/10/26 - Pickle Spring","Lentaria micheneri","Lentaria micheneri","Lentaria micheneri","Lentaria micheneri","","","782","782","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"77","77","76","2002/10/26 - Pickle Spring","Pisolithus tinctorius","Pisolithus tinctorius","Pisolithus arrhizus","Pisolithus arrhizus","","","1071","1071","50","Pickle Spring","2002-10-26","2002-10-26 05:00:00","Pickle Spring","Pickle Spring","76","76","",""
"78","78","77","2003/04/26 - Lay Field Station","Auricularia auricula","Auricularia auricula","Auricularia auricula-judae","Auricularia auricula-judae","Jelly ear","Jelly ear","147","147","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"79","79","77","2003/04/26 - Lay Field Station","Coprinus atramentarius","Coprinus atramentarius","Coprinopsis atramentaria","Coprinopsis atramentaria","","","371","371","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"80","80","77","2003/04/26 - Lay Field Station","Coprinus micaceus","Coprinus micaceus","Coprinellus micaceus","Coprinellus micaceus","","","376","376","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"81","81","77","2003/04/26 - Lay Field Station","Favolus alveolaris","Favolus alveolaris","Polyporus alveolaris","Polyporus alveolaris","","","474","474","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"82","82","77","2003/04/26 - Lay Field Station","Ganoderma lucidum","Ganoderma lucidum","Ganoderma lucidum","Ganoderma lucidum","","","497","497","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"83","83","77","2003/04/26 - Lay Field Station","Gyromitra fastigiata","Gyromitra fastigiata","-","-","","","552","552","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"84","84","77","2003/04/26 - Lay Field Station","Hapalopilus nidulans","Hapalopilus nidulans","Hapalopilus nidulans","Hapalopilus nidulans","","","559","559","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"85","85","77","2003/04/26 - Lay Field Station","Lentinus tigrinus","Lentinus tigrinus","Lentinus tigrinus","Lentinus tigrinus","Tiger sawgill ","Tiger sawgill ","790","790","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"86","86","77","2003/04/26 - Lay Field Station","Morchella angusticeps","Morchella angusticeps","Morchella angusticeps","Morchella angusticeps","","","928","928","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"87","87","77","2003/04/26 - Lay Field Station","Morchella esculenta","Morchella esculenta","Morchella esculenta","Morchella esculenta","","","934","934","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"88","88","77","2003/04/26 - Lay Field Station","Morchella semilibera","Morchella semilibera","Mitrophora semilibera","Mitrophora semilibera","","","939","939","37","Lay Field Station","2003-04-26","2003-04-26 05:00:00","Lay Field Station","Lay Field Station","77","77","",""
"89","89","85","2003/07/19 - Meramec State Park","Auricularia auricula","Auricularia auricula","Auricularia auricula-judae","Auricularia auricula-judae","Jelly ear","Jelly ear","147","147","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"90","90","85","2003/07/19 - Meramec State Park","Cantharellus cibarius","Cantharellus cibarius","Cantharellus cibarius","Cantharellus cibarius","Chanterelle ","Chanterelle ","258","258","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"91","91","85","2003/07/19 - Meramec State Park","Cantharellus cinnabarinus","Cantharellus cinnabarinus","Cantharellus cinnabarinus","Cantharellus cinnabarinus","Cinnabar chanterelle ","Cinnabar chanterelle ","262","262","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"92","92","85","2003/07/19 - Meramec State Park","Cantharellus lateritius","Cantharellus lateritius","Cantharellus lateritius","Cantharellus lateritius","Smooth Chanterelle ","Smooth Chanterelle ","269","269","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"93","93","85","2003/07/19 - Meramec State Park","Clavicorona pyxidata","Clavicorona pyxidata","Artomyces pyxidatus","Artomyces pyxidatus","Crown-tipped Coral ","Crown-tipped Coral ","313","313","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"94","94","85","2003/07/19 - Meramec State Park","Coltricia perennis","Coltricia perennis","Coltricia perennis","Coltricia perennis","","","361","361","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"95","95","85","2003/07/19 - Meramec State Park","Dacrymyces palmatus","Dacrymyces palmatus","-","-","","","436","436","46","Meramec State Park","2003-07-19","2003-07-19 05:00:00","Meramec State Park","Meramec State Park","85","85","",""
"96","96","226","2010/09/25 - Mingo National Wildlife Refuge","Amanita arkansana","Amanita arkansana","Amanita arkansana","Amanita arkansana","Arkansas Slender Caesar","Arkansas Slender Caesar","40","40","47","Mingo National Wildlife Refuge","2010-09-25","2010-09-25 05:00:00","Mingo National Wildlife Refuge","Mingo National Wildlife Refuge","226","226","",""
"97","97","226","2010/09/25 - Mingo National Wildlife Refuge","Trametes versicolor","Trametes versicolor","Trametes versicolor","Trametes versicolor","Turkeytail ","Turkeytail ","1380","1380","47","Mingo National Wildlife Refuge","2010-09-25","2010-09-25 05:00:00","Mingo National Wildlife Refuge","Mingo National Wildlife Refuge","226","226","",""
"98","98","222","2010/09/24 - Mingo National Wildlife Refuge","Mycorrhaphium adustum","Mycorrhaphium adustum","Mycorrhaphium adustum","Mycorrhaphium adustum","Kidney-shaped Tooth ","Kidney-shaped Tooth ","966","966","47","Mingo National Wildlife Refuge","2010-09-24","2010-09-24 05:00:00","Mingo National Wildlife Refuge","Mingo National Wildlife Refuge","222","222","",""
"99","99","226","2010/09/25 - Mingo National Wildlife Refuge","Ceratiomyxa fruticulosa","Ceratiomyxa fruticulosa","Ceratiomyxa fruticulosa","Ceratiomyxa fruticulosa","Honeycomb Coral Slime Mold ","Honeycomb Coral Slime Mold ","279","279","47","Mingo National Wildlife Refuge","2010-09-25","2010-09-25 05:00:00","Mingo National Wildlife Refuge","Mingo National Wildlife Refuge","226","226","",""
"100","100","226","2010/09/25 - Mingo National Wildlife Refuge","Ganoderma lucidum","Ganoderma lucidum","Ganoderma lucidum","Ganoderma lucidum","","","497","497","47","Mingo National Wildlife Refuge","2010-09-25","2010-09-25 05:00:00","Mingo National Wildlife Refuge","Mingo National Wildlife Refuge","226","226","",""
